id,index,batch,question_type,question,golden_answers,gold_sf_titles,step50_prediction,step50_candidates,step50_prediction_words,step50_direct_em,step50_direct_f1,step50_processed_em,step50_processed_f1,step75_prediction,step75_candidates,step75_prediction_words,step75_direct_em,step75_direct_f1,step75_processed_em,step75_processed_f1,step100_prediction,step100_candidates,step100_prediction_words,step100_direct_em,step100_direct_f1,step100_processed_em,step100_processed_f1,step50_to_step75_transition,step50_to_step75_f1_delta,step50_to_step75_prediction_changed,step50_to_step100_transition,step50_to_step100_f1_delta,step50_to_step100_prediction_changed,step75_to_step100_transition,step75_to_step100_f1_delta,step75_to_step100_prediction_changed,correctness_pattern_50_75_100
dev_4533,55,4,what,"what caused the death of over 250 people in Accra, Ghana?",an explosion and a fire occurred at a petrol station,2015 Accra floods | 2015 Accra floods | 2015 Accra explosion,"The 2015 Accra explosion, which occurred at a petrol station in Accra, Ghana, on June 4, 2015, caused the death of over 250 people. The source of the explosion is unknown.","The 2015 Accra explosion | The explosion at a petrol station in Accra, Ghana on June 4, 2015",31,0.0,0.30303030303030304,0.0,0.4444444444444444,The 2015 Accra explosion.,The 2015 Accra explosion | Accra explosion in 2015,4,0.0,0.2,0.0,0.2,The 2015 Accra explosion.,The 2015 Accra explosion,4,0.0,0.2,0.0,0.2,both_wrong,-0.2444444444444444,1,both_wrong,-0.2444444444444444,1,both_wrong,0.0,0,000
dev_2170,56,4,which,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",The flaming volcano,Apple-Kneel | Apple-Kneel | Flaming volcano | Flaming volcano,Flaming volcano.,,2,1.0,1.0,1.0,1.0,Flaming volcano.,,2,1.0,1.0,1.0,1.0,Flaming volcano.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2898,57,4,other,Wrinkles is a song that was recorded by what American country and Christian country band that was founded in 1982?,Diamond Rio,Wrinkles (song) | Diamond Rio | Diamond Rio,The Pillar.,The Pillar | Pillar,2,0.0,0.0,0.0,0.0,Mercy Grace.,Mercy Grace,2,0.0,0.0,0.0,0.0,Heartstrings.,Heartstrings,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_5448,58,4,when/year,What year was the inventor of Rejuvelac born?,1909,Rejuvelac | Ann Wigmore,1916.,1916,1,0.0,0.0,0.0,0.0,1916.,1916 | 1916 AD | 1916 CE,1,0.0,0.0,0.0,0.0,1933.,1933 | 1933 AD | 1933 CE,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_2972,59,4,what,"What is the nationality of the composer of the Opera ""Iphigénie en Aulide"" ?",Italian,François-Louis Gand Le Bland Du Roullet | Christoph Willibald Gluck,Austrian.,Austrian,1,0.0,0.0,0.0,0.0,German.,German,1,0.0,0.0,0.0,0.0,German.,German,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_7379,60,4,yes/no,Did Lewis Allen or Danny DeVito play Louie De Palma?,"Daniel Michael DeVito, Jr.",Lewis Allen (director) | Danny DeVito | Danny DeVito,Danny DeVito.,Danny DeVito,2,0.0,0.3333333333333333,0.0,0.3333333333333333,Danny DeVito.,Danny DeVito,2,0.0,0.3333333333333333,0.0,0.3333333333333333,Danny DeVito.,Danny DeVito,2,0.0,0.3333333333333333,0.0,0.3333333333333333,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3523,61,4,other,"The song ""Medicine"" by The 1975 appears in a film directed by what Danish filmmaker?",Nicolas Winding Refn,Medicine (The 1975 song) | Drive (2011 film),Nicolas Winding Refn.,,3,1.0,1.0,1.0,1.0,Nicolas Winding Refn.,,3,1.0,1.0,1.0,1.0,Nicolas Winding Refn.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4383,62,4,who,"Who, born February 20, 1983, played for The Monarchs and in the World Series?",Justin Brooks Verlander,Old Dominion Monarchs baseball | Justin Verlander,Stephen Strasburg.,Stephen Strasburg,2,0.0,0.0,0.0,0.0,Alex Rodriguez.,Alex Rodriguez | A-Rod | Alex A. Rodriguez,2,0.0,0.0,0.0,0.0,Alex Rodriguez.,Alex Rodriguez | A-Rod | Alex R.,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_3901,63,4,which,Which is the busiest airport in the United Kingdom outside of London?,Gatwick Airport,Gatwick Airport | Gatwick Airport | Heathrow Airport,Manchester Airport.,Manchester Airport,2,0.0,0.5,0.0,0.5,Manchester Airport.,Manchester Airport,2,0.0,0.5,0.0,0.5,Manchester Airport.,Manchester Airport,2,0.0,0.5,0.0,0.5,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_396,64,5,other,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck,Ernst Heinrich Lindemann | German battleship Bismarck,Bismarck.,,1,1.0,1.0,1.0,1.0,Bismarck.,,1,1.0,1.0,1.0,1.0,Bismarck.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1294,65,5,what,"What city that Lettuce Lake Park is just outside of is the largest in Hillsborough County, Florida? ",Tampa,"Lettuce Lake Park | Hillsborough County, Florida | Hillsborough County, Florida",Tampa.,,1,1.0,1.0,1.0,1.0,Tampa.,,1,1.0,1.0,1.0,1.0,Tampa.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6712,66,5,who,"Who directed the film that had ""The Distance"" in the soundtrack?",Peter Chelsom,Evan and Jaron (album) | Serendipity (film),Kirk Wise and Gary Trousdale.,"Kirk Wise and Gary Trousdale | Kirk Wise, Gary Trousdale",5,0.0,0.0,0.0,0.0,Kirk Wise and Gary Trousdale.,"Kirk Wise and Gary Trousdale | Kirk Wise, Gary Trousdale",5,0.0,0.0,0.0,0.0,Kirk Wise.,Kirk Wise,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_5496,67,5,other,"Charles Hurt is currently the opinion editor of ""The Washington Times"", Fox News contributor, Breitbart News contributor, and editor of which politically conservative American news aggregation website?",Drudge Report,Charles Hurt | Drudge Report,Drudge Report.,,2,1.0,1.0,1.0,1.0,Breitbart News.,Breitbart News,2,0.0,0.0,0.0,0.0,Breitbart News.,Breitbart News,2,0.0,0.0,0.0,0.0,loss,-1.0,1,loss,-1.0,1,both_wrong,0.0,0,100
dev_1590,68,5,yes/no,Are Anja Salomonowitz and Rod Lurie both directors?,yes,Anja Salomonowitz | Rod Lurie,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_913,69,5,other,Brian Olsen was the lst WEC heavyweight champion before the promotion company founded in what month purchased the organization?,January 2001,Brian Olsen | Zuffa,April.,April,1,0.0,0.0,0.0,0.0,March.,March,1,0.0,0.0,0.0,0.0,March.,March,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_4717,70,5,other,The languages Hussein Ali Mahfouz studied are spoken by how many people?,more than 330 million people,Hussein Ali Mahfouz | Semitic languages,900 million.,"900 million | 900,000,000",2,0.0,0.28571428571428575,0.0,0.28571428571428575,Approximately 1.92 billion people.,"1.92 billion people | 1,920,000,000 people | 1920000000 people",5,0.0,0.22222222222222224,0.0,0.28571428571428575,Approximately 1.8 to 1.9 billion people.,1.8 billion to 1.9 billion people | 1.8 to 1.9 billion people | about 1.8 to 1.9 billion people,8,0.0,0.1818181818181818,0.0,0.20000000000000004,both_wrong,0.0,1,both_wrong,-0.08571428571428572,1,both_wrong,-0.08571428571428572,1,000
dev_6320,71,5,other,"Abba Kovner  was a Jewish Hebrew and Yiddish poet, writer and cousin of the youngest and longest surviving signatory of what?",Israeli Declaration of Independence,Abba Kovner | Abba Kovner | Meir Vilner | Meir Vilner,Israeli Declaration of Independence.,,4,1.0,1.0,1.0,1.0,Israeli Declaration of Independence.,,4,1.0,1.0,1.0,1.0,Israeli Declaration of Independence.,,4,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6313,72,5,other,An english lawyer had Christopher Mont as an agent and was awarded denization where?,England,Christopher Mont | Thomas Cromwell,England.,,1,1.0,1.0,1.0,1.0,England.,,1,1.0,1.0,1.0,1.0,England.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_264,73,5,what,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",SKUM,The Flowers of Romance (band) | The Flowers of Romance (band) | Sid Vicious,Snag.,Snag,1,0.0,0.0,0.0,0.0,Sniffin' Glue.,Sniffin' Glue,2,0.0,0.0,0.0,0.0,Sniffin' Glue.,Sniffin' Glue,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_7246,74,5,which,"Which sport has been played at the BayArena in Leverkusen, Germany, since 1958?",football,Bayer 04 Leverkusen | BayArena,Football (soccer).,Football | Soccer,2,0.0,0.6666666666666666,1.0,1.0,Football.,,1,1.0,1.0,1.0,1.0,football.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,1,both_correct,0.0,1,both_correct,0.0,1,111
dev_2934,75,5,who,Who wrote the lyrics to the theme song that was used by the Western film series Range Busters?,Dr. Brewster M. Higley,Range Busters | Range Busters | Home on the Range | Home on the Range,Dr. Brewster M. Higley.,,4,1.0,1.0,1.0,1.0,Dr. Brewster M. Higley.,,4,1.0,1.0,1.0,1.0,Dr. Brewster M. Higley.,,4,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6384,76,5,what,What type of tours does the host of Tosh.0 conduct?,stand-up comedy,Tosh.0 | Daniel Tosh,Comedy tours and live performances.,Comedy tours | Live performances,5,0.0,0.28571428571428575,0.0,0.5,Stand-up comedy tours.,stand-up comedy tours | comedy tours | stand-up tours,4,0.0,0.8,0.0,0.8,"Daniel Tosh, the host of ""Tosh.0,"" does not conduct any tours as part of his profession. He is primarily known as a comedian and television host.",None | No tours,27,0.0,0.0,0.0,0.0,both_wrong,0.30000000000000004,1,both_wrong,-0.5,1,both_wrong,-0.8,1,000
dev_3837,77,5,other,"1995's ""Highest paid model"" according to Forbes played a what in the film ""Fair Game""?",family law attorney,Fair Game (1995 film) | Fair Game (1995 film) | Fair Game (1995 film) | Cindy Crawford | Cindy Crawford | Cindy Crawford,"Claudia Schiffer, the highest paid model in 1995 according to Forbes, did not play a role in the film ""Fair Game"". The film stars Cindy Crawford as the main character. Therefore, there is no role for Claudia Schiffer in the film.",None | No role | Did not play a role,41,0.0,0.0,0.0,0.0,Kate McQuean.,Kate McQuean,2,0.0,0.0,0.0,0.0,Cindy Crawford.,Cindy Crawford,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_6809,78,5,which,"Which band was formed first, Goldfinger or The Fray?",Goldfinger,Goldfinger (band) | The Fray,Goldfinger.,,1,1.0,1.0,1.0,1.0,Goldfinger.,,1,1.0,1.0,1.0,1.0,Goldfinger.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5260,79,5,who,Who died in the battle located near the River Boyne in Ireland?,Eochaid or Eochu Étgudach,Eochaid Étgudach | Eochaid Étgudach | Eochaid Étgudach | Hill of Tara,King James II.,King James II | James II,3,0.0,0.0,0.0,0.0,"James FitzJames, 1st Duke of Berwick.","James FitzJames | 1st Duke of Berwick | James, 1st Duke of Berwick",6,0.0,0.0,0.0,0.0,"James, Duke of York.","James, Duke of York | James II | King James II",4,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_379,80,6,what,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,comparable to the seven Wonders of the World,Astrodome | Eighth Wonder of the World,"The Houston Astrodome is subjectively called the Eighth Wonder of the World because it was the world's first indoor domed sports stadium, making it a pioneering and iconic architectural achievement.",The world's first indoor domed sports stadium | The first indoor domed sports stadium | First indoor domed sports stadium | Pioneering and iconic architectural achievement,31,0.0,0.12903225806451613,0.0,0.12903225806451613,"The Houston Astrodome qualifies as the Eighth Wonder of the World due to its status as the first domed stadium with air conditioning, its groundbreaking design, and its recognition as a significant engineering achievement and landmark structure.",First domed stadium with air conditioning | Groundbreaking design | Significant engineering achievement | Landmark structure,37,0.0,0.15789473684210525,0.0,0.15789473684210525,"The Houston Astrodome is subjectively referred to as the ""Eighth Wonder of the World"" due to its pioneering design as the first domed stadium, its innovative retractable roof technology, and its significant cultural impact on sports architecture. These features qualify it as an engineering marvel and a landmark achievement in modern civil engineering.",its pioneering design as the first domed stadium | its innovative retractable roof technology | its significant cultural impact on sports architecture | an engineering marvel | a landmark achievement in modern civil engineering,53,0.0,0.11320754716981131,0.0,0.11320754716981131,both_wrong,0.02886247877758913,1,both_wrong,-0.015824710894704816,1,both_wrong,-0.044687189672293945,1,000
dev_5834,81,6,what,What property do the films Sweet Crude and Tunisian Victory share?,documentary,Sweet Crude | Tunisian Victory,documentary.,,1,1.0,1.0,1.0,1.0,documentary.,,1,1.0,1.0,1.0,1.0,documentary films.,documentary films,2,0.0,0.6666666666666666,0.0,0.6666666666666666,both_correct,0.0,0,loss,-0.33333333333333337,1,loss,-0.33333333333333337,1,110
dev_4938,82,6,other,"In between Thomas Anders and Micky Dolenz, who was the a vocalist of the Monkees?",George Michael Dolenz,Thomas Anders | Micky Dolenz,Micky Dolenz.,Micky Dolenz | Mickey Dolenz,2,0.0,0.4,0.0,0.4,Micky Dolenz.,Micky Dolenz | Mickey Dolenz,2,0.0,0.4,0.0,0.4,Micky Dolenz.,Micky Dolenz | Mickey Dolenz,2,0.0,0.4,0.0,0.4,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_1319,83,6,which,Which city is the home of the character that might be based on John Capozzi?,Baltimore,John Capozzi | John Capozzi | Tommy Carcetti | Tommy Carcetti,Baltimore.,,1,1.0,1.0,1.0,1.0,Baltimore.,,1,1.0,1.0,1.0,1.0,Baltimore.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1218,84,6,which,"Which actresses appeared with the mother of Robert Lowery Hanks in the film ""Little Women""?","Katharine Hepburn, Joan Bennett, Frances Dee",Little Women (1933 film) | Jean Parker,"None of the actresses who appeared in the 1935 film ""Little Women"" (Joan Bennett, Susan Hayward, Katharine Hepburn) are related to Leah Thompson Hanks, the mother of Robert Lowery Hanks. Therefore, no actresses appeared with her in the film.",None,39,0.0,0.19512195121951217,0.0,0.19512195121951217,"The premise of the question is flawed, as Leah Thompson Hanks, the mother of Robert Lowery Hanks, could not have appeared in the film ""Little Women"" due to her age and career as a concert pianist. Therefore, no actresses appeared with her in the film.",None,45,0.0,0.0,0.0,0.0,"Susan Sarandon, Kirsten Dunst, and Winona Ryder.","Susan Sarandon, Kirsten Dunst, and Winona Ryder",7,0.0,0.0,0.0,0.0,both_wrong,-0.19512195121951217,1,both_wrong,-0.19512195121951217,1,both_wrong,0.0,1,000
dev_2564,85,6,other,AVN Media Network has as part of their business what convention and trade show that takes place every January in Las Vegas Nevada?,AVN Adult Entertainment Expo,AVN Media Network | AVN Media Network | AVN Adult Entertainment Expo,AVN Adult Entertainment Expo.,,4,1.0,1.0,1.0,1.0,Adult Entertainment Expo (AEE).,Adult Entertainment Expo | AEE,4,0.0,0.75,0.0,0.8571428571428571,AVN Adult Entertainment Expo.,,4,1.0,1.0,1.0,1.0,loss,-0.1428571428571429,1,both_correct,0.0,0,win,0.1428571428571429,1,101
dev_167,86,6,other,Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas?,Wichita,Bishop Carroll Catholic High School | Bishop Carroll Catholic High School | Kapaun Mt. Carmel Catholic High School,Wichita.,,1,1.0,1.0,1.0,1.0,Wichita.,,1,1.0,1.0,1.0,1.0,Wichita.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1697,87,6,what,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ornella Fiorentini | Ravenna | Ravenna,Ravenna.,Ravenna,1,0.0,0.15384615384615385,0.0,0.15384615384615385,Ravenna.,Ravenna,1,0.0,0.15384615384615385,0.0,0.15384615384615385,Ravenna.,Ravenna,1,0.0,0.15384615384615385,0.0,0.15384615384615385,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_74,88,6,other,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,Robert Suettinger | Bill Clinton | Bill Clinton,Mike Huckabee.,Mike Huckabee,2,0.0,0.0,0.0,0.0,Mike Huckabee.,Mike Huckabee | Huckabee,2,0.0,0.0,0.0,0.0,Bill Clinton.,Bill Clinton,2,0.0,0.4,0.0,0.4,both_wrong,0.0,0,both_wrong,0.4,1,both_wrong,0.4,1,000
dev_1975,89,6,other,Pippa Hinchleyplayed Elaine Fenwick on a British Soap opera shown on what channel?,ITV,Pippa Hinchley | Coronation Street,ITV.,,1,1.0,1.0,1.0,1.0,ITV.,,1,1.0,1.0,1.0,1.0,ITV.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3088,90,6,other,Pro Evolution Soccer 2016 includes which Brazilian footballer on the cover?,Neymar,Pro Evolution Soccer 2016 | Neymar,Neymar.,,1,1.0,1.0,1.0,1.0,Neymar.,,1,1.0,1.0,1.0,1.0,Neymar.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4727,91,6,which,"Which breed of dog was first recognized by their country's official kennel club, the American Hairless Terrier or the Saint-Usuge Spaniel? ",The American Hairless Terrier,Saint-Usuge Spaniel | American Hairless Terrier | American Hairless Terrier,American Hairless Terrier.,,3,1.0,1.0,1.0,1.0,Saint-Usuge Spaniel.,Saint-Usuge Spaniel,3,0.0,0.0,0.0,0.0,Saint-Usuge Spaniel.,Saint-Usuge Spaniel,3,0.0,0.0,0.0,0.0,loss,-1.0,1,loss,-1.0,1,both_wrong,0.0,0,100
dev_144,92,6,other,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,Nebo Zovyot,Queen of Blood | Battle Beyond the Sun,Nebo Zovyot.,,2,1.0,1.0,1.0,1.0,Mechty Navstrechu.,Mechty Navstrechu,2,0.0,0.0,0.0,0.0,Mechte Navstrechu.,Meche Navstrechu | Мечте навстречу,2,0.0,0.0,0.0,0.0,loss,-1.0,1,loss,-1.0,1,both_wrong,0.0,1,100
dev_6198,93,6,who,Who hosted the ITV show Celebrities Under Pressure and All Star Family Fortunes?,Vernon Kay,Celebrities Under Pressure | Vernon Kay,Vernon Kay.,,2,1.0,1.0,1.0,1.0,Vernon Kay.,,2,1.0,1.0,1.0,1.0,Melanie Sykes/Vernon Kay and Noel Edmonds.,Melanie Sykes and Noel Edmonds | Vernon Kay and Noel Edmonds,7,0.0,0.25,0.0,0.5714285714285715,both_correct,0.0,0,loss,-0.4285714285714285,1,loss,-0.4285714285714285,1,110
dev_5388,94,6,what,What objects were carried into battle by these naval ships for qhich the QF 6-pounder Hotchkiss were introduced to defend against?,torpedoes,QF 6-pounder Hotchkiss | Torpedo boat | Torpedo boat,Torpedo boats and submarines.,"Torpedo boats and submarines | torpedo boats, submarines | torpedo boats & submarines | torpedo boats and subs",4,0.0,0.0,0.0,0.0,torpedo boats and submarines.,torpedo boats and submarines,4,0.0,0.0,0.0,0.0,torpedo boats and submarines.,torpedo boats | submarines,4,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_761,95,6,yes/no,Are the libretto of Tristan und Isolde and Ariane et Barbe-bleue in the same language?,no,Tristan und Isolde | Ariane et Barbe-bleue,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2305,96,7,what,What apartment complex originally constructed in 1927 is included in Manhattan Community Board 6?,Tudor City,Manhattan Community Board 6 | Tudor City,Dakota Apartment Complex.,Dakota Apartment Complex | Dakota,3,0.0,0.0,0.0,0.0,Dakota Apartment Complex.,Dakota Apartment Complex | The Dakota | Dakota Apartments,3,0.0,0.0,0.0,0.0,"Ritz-Carlton New York, Central Park South.","Ritz-Carlton New York, Central Park South | Ritz-Carlton Central Park South | Ritz-Carlton, Central Park South",7,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_2597,97,7,other,Mike Welch attended high school that serves how many students ?,2200 students,Mike Welch (baseball) | Nashua High School South,350.,350 | 350 students,1,0.0,0.0,0.0,0.5,350.,350 | 350 students,1,0.0,0.0,0.0,0.5,350.,350 | 350 students,1,0.0,0.0,0.0,0.5,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_1471,98,7,other,"Cordyline ruba grows from Bundaberg, Queensland to which northeastern city in New South Whales, Australia?",Lismore,"Cordyline rubra | Lismore, New South Wales",Sydney.,"Sydney | Sydney, New South Wales | Sydney, NSW",1,0.0,0.0,0.0,0.0,Lismore.,,1,1.0,1.0,1.0,1.0,Lismore.,,1,1.0,1.0,1.0,1.0,win,1.0,1,win,1.0,1,both_correct,0.0,0,011
dev_6082,99,7,other,"Home was an animation film that included which Rihanna song that premiered on February 24, 2015?",Towards the Sun,Home (soundtrack) | Towards the Sun (song) | Towards the Sun (song),Bitch Better Have My Money.,Bitch Better Have My Money,5,0.0,0.0,0.0,0.0,Bitch Better Have My Money.,Bitch Better Have My Money,5,0.0,0.0,0.0,0.0,Only Girl (In the World).,Only Girl (In the World),5,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_241,100,7,what,What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Donna Paige Helmintoller,Something There | Paige O'Hara,Paige O'Hara.,Paige O'Hara,3,0.0,0.4,0.0,0.4,Paige O'Hara.,Paige O'Hara,3,0.0,0.4,0.0,0.4,Angela Lansbury.,Angela Lansbury,2,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,-0.4,1,both_wrong,-0.4,1,000
dev_1325,101,7,which,"Which school is named after a person, Sir Syed University of Engineering and Technology or Manhattan College? ",Sir Syed University of Engineering and Technology,Sir Syed University of Engineering and Technology | Sir Syed University of Engineering and Technology | Manhattan College,Sir Syed University of Engineering and Technology.,,7,1.0,1.0,1.0,1.0,Sir Syed University of Engineering and Technology.,,7,1.0,1.0,1.0,1.0,Sir Syed University of Engineering and Technology.,,7,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6336,102,7,what,What was another title published by the owner of the pseudonym Frank Talk?,I Write What I Like,I Write What I Like | Steve Biko,I Write What I Like.,,5,1.0,1.0,1.0,1.0,I Write What I Like.,,5,1.0,1.0,1.0,1.0,Black Consciousness.,Black Consciousness,2,0.0,0.0,0.0,0.0,both_correct,0.0,0,loss,-1.0,1,loss,-1.0,1,110
dev_3414,103,7,what,What country of origin does Eric Lucassen and Party for Freedom have in common?,Dutch,Eric Lucassen | Party for Freedom,Netherlands.,Netherlands | The Netherlands,1,0.0,0.0,0.0,0.0,Netherlands.,Netherlands | The Netherlands,1,0.0,0.0,0.0,0.0,Netherlands.,Netherlands | The Netherlands,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_5038,104,7,other,Cartman Finds Love is an episode from the sitcom created by whom?,Trey Parker and Matt Stone,Cartman Finds Love | South Park,Trey Parker and Matt Stone.,,5,1.0,1.0,1.0,1.0,Trey Parker and Matt Stone.,,5,1.0,1.0,1.0,1.0,Trey Parker and Matt Stone.,,5,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_6993,105,7,yes/no,Are Lycoris and Ammi both native to southern Asia?,yes,Lycoris (plant) | Ammi (plant),No.,No,1,0.0,0.0,0.0,0.0,Yes.,,1,1.0,1.0,1.0,1.0,No.,No,1,0.0,0.0,0.0,0.0,win,1.0,1,both_wrong,0.0,0,loss,-1.0,1,010
dev_5079,106,7,other,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,Muslim Magometovich Magomayev,Muslim Magomayev (composer) | Muslim Magomayev (musician),Muslim Magomayev.,Muslim Magomayev | Muslim Mahammad oglu Magomayev,2,0.0,0.8,0.0,0.8,Muslim Magomayev.,Muslim Magomayev | Muslim Mahammad oglu Magomayev,2,0.0,0.8,0.0,0.8,Muslim Magomayev (musician).,Muslim Magomayev,3,0.0,0.6666666666666666,0.0,0.8,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_3160,107,7,what,What book did the president and CEO of Tracinda Corporation buy?,Fade Out: The Calamitous Final Days of MGM,Fade Out: The Calamitous Final Days of MGM | Kirk Kerkorian,Kerkorian: My Own Story.,Kerkorian: My Own Story,4,0.0,0.0,0.0,0.0,The Gambler.,The Gambler,2,0.0,0.0,0.0,0.0,The Fountainhead.,The Fountainhead,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_5779,108,7,who,Who was the creator of the American political satire comedy television series in which Sufe Bradshaw plays an acerbic secretary named Sue?,Armando Iannucci,Sufe Bradshaw | Veep | Veep,Armando Iannucci.,,2,1.0,1.0,1.0,1.0,Armando Iannucci.,,2,1.0,1.0,1.0,1.0,Armando Iannucci.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1433,109,7,other,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,Wildwood,Stray Arrows: A Collection of Favorites | Chevelle (band),Grayslake.,Grayslake,1,0.0,0.0,0.0,0.0,Grayslake.,Grayslake,1,0.0,0.0,0.0,0.0,Grayslake.,Grayslake,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_305,110,7,when/year,"The 1984 film ""Marlene"" is a documentary about an actress born in what year?",1901,Marlene (1984 film) | Marlene Dietrich,1895.,1895 | 1984-06-12 | 1984/06/12,1,0.0,0.0,0.0,0.0,1895.,"1895 | 1984-01-01 | 1984.01.01 | Jan 1, 1895",1,0.0,0.0,0.0,0.0,1895.,"1895 | 1984-01-01 | 1984.01.01 | Jan 1, 1895",1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
